username,restaurant_name,email,restaurant_owner,address,opening_hours,price,cooking_type,contact,menu,specialdiet,password,ratings
caferestaurantlepapareil1,Cafe Restaurant le Papareil,caferestaurantlepapareil1@gmail.com,Valerie Thorn,"quartier Fray Redon, 83136 Rocbaron France",17:00-23:00,€,"French, European",077777493,"Souvlaki, Mushroom Risotto, Philadelphia maki, Pizza, ",,4709654579510293035,
l'ardoisier1,L'ardoisier,l'ardoisier1@gmail.com,Richard Mcginnis,"quartier Fray Redon Galerie du soleil - Espace du Fray Redon, 83136 Rocbaron France",17:00-23:00,€€-€€€,French,072715668,"Ricotta stuffed Ravioli, Tuna sashimi, Ebiten maki, Fish and chips, ",Vegetarian Friendly,8863115541515663160,
espritsushirocbaron1,Esprit Sushi Rocbaron,espritsushirocbaron1@gmail.com,Christopher Strickland,"2 Zac de Fray Redon, 83136 Rocbaron France",17:00-23:00,€€-€€€,"Japanese, Sushi, Asian",072262616,"Mushroom Risotto, Chicken milanese, Salmon nigiri, Risotto with seafood, ",,2729889258420522048,
meuricechristophe1,Meurice Christophe,meuricechristophe1@gmail.com,Clay Fields,"1 Rue Jean Jaures, 27780 Le Bec-Hellouin France",17:00-23:00,,,078391189,"Linguine with clams, Chilli con carne, Pasta with Tomato and Basil, Fettuccine Alfredo, ",,1120805452476441174,
lacrepedanslebec1,La Crepe Dans Le Bec,lacrepedanslebec1@gmail.com,Iris Slane,"Route de Rouen, 27300 Le Bec-Hellouin France",17:00-23:00,,French,073198123,"Pappardelle alla Bolognese, Pasta with Tomato and Basil, French fries with sausages, Fish and chips, ",,2177566698288058520,
aubergedel'abbaye1,Auberge de l'Abbaye,aubergedel'abbaye1@gmail.com,Joseph Castro,"12 Place Guillaume le Conquerant, 27800 Le Bec-Hellouin France",17:00-23:00,€€€€,"French, European",077323542,"Mushroom Risotto, Teriyaki Chicken donburi, Cheeseburger, Barbecue Ribs, ",,6993384675667541251,
l'antredecloches1,L'Antre de Cloches,l'antredecloches1@gmail.com,Charles Waddell,"1 rue Lanfranc, 27800 Le Bec-Hellouin France",17:00-23:00,€€-€€€,"Cafe, French",071691336,"Chicken wings, California maki, Chilli con carne, Pork sausage roll, ",,341743795198844261,
lacrêpedanslebec1,La Crêpe dans le Bec,lacrêpedanslebec1@gmail.com,Paula Rogers,"2 Place de l Abbe Herluin, 27800 Le Bec-Hellouin France",17:00-23:00,€€-€€€,"French, European",075482694,"Fish and chips, Linguine with clams, Caprese Salad, Caesar Salad, ",Vegetarian Friendly,6015805609543743100,
restaurantdelatour1,Restaurant de la Tour,restaurantdelatour1@gmail.com,Louise Levine,"1 Place Guillaume le Conquerant, 27800 Le Bec-Hellouin France",17:00-23:00,€€-€€€,"French, European",079953848,"Tuna sashimi, Ricotta stuffed Ravioli, Pork belly buns, Scotch eggs, ",,639451436668113646,
l'archange1,L'ARCHANGE,l'archange1@gmail.com,Cynthia Chinn,"5 Place Mathilde, 27800 Le Bec-Hellouin France",17:00-23:00,€€-€€€,French,070623113,"Pasta Carbonara, Cheeseburger, Ricotta stuffed Ravioli, Chicken Fajitas, ",,-6394387858707825721,
restaurantalpazur1,Restaurant Alpazur,restaurantalpazur1@gmail.com,James Smith,"106 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,078252364,"Lasagne, Meatballs with sauce, Linguine with clams, Pappardelle alla Bolognese, ",,7057324457231869314,
gagnieredavid1,Gagniere David,gagnieredavid1@gmail.com,David Coffey,"50 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,075890622,"Bruschette with Tomato, Katsu Curry, French fries with sausages, Ebiten maki, ",,-1216211151095859412,
lec21,Le C2,lec21@gmail.com,Katrina Loera,"Chemin des Crueux Batiment St Charles, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, European",075265548,"Ricotta stuffed Ravioli, Katsu Curry, Philadelphia maki, Mushroom Risotto, ",,3943154866503105012,
theesconda1,The Esconda,theesconda1@gmail.com,Pauline Fluitt,"Chemin des Crueux Saint Charles Hotel & Spa, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,,French,075910889,"Caesar Salad, Pasta with Tomato and Basil, Pork belly buns, Tiramisù, ",,6991742861777049642,
relaisdes2cols1,Relais des 2 Cols,relaisdes2cols1@gmail.com,Henry Quintanilla,"66 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,072193658,"French fries with sausages, Philadelphia maki, Katsu Curry, Lasagne, ",,-162976884005721492,
francescocimaz1,Francesco Cimaz,francescocimaz1@gmail.com,Micheal Valdez,"Grande Croix, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,,,079900517,"Lasagne, Katsu Curry, Vegetable Soup, Tuna sashimi, ",,7678828557358976347,
hotellacledeschamps1,Hotel La Cle des Champs,hotellacledeschamps1@gmail.com,Aaron Erskine,"les Champs, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,077010116,"Chicken wings, Fettuccine Alfredo, Mushroom Risotto, Salmon nigiri, ",,5858903046833630570,
lavanoise1,La Vanoise,lavanoise1@gmail.com,Roosevelt Dorsey,"7 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, European",071694293,"Risotto with seafood, Katsu Curry, Chicken wings, Pork belly buns, ",Vegetarian Friendly,-4886608698368552086,
aux2mousses1,Aux 2 mousses,aux2mousses1@gmail.com,Ronald Perez,"Lieu Dit Plan des Champs Residence Le Criterium, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"American, Brew Pub, Cafe, French, Bar",079305846,"Barbecue Ribs, Meatballs with sauce, Pappardelle alla Bolognese, Ebiten maki, ",,-7114831166722216569,
pizzeriala181,Pizzeria la 18,pizzeriala181@gmail.com,Krystal Wade,"30 rue du Mont Cenis, Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€,"Italian, Pizza",077010821,"Mushroom Risotto, Pasta and Beans, Cheeseburger, Pork belly buns, ",,3372019469210061214,
vr171,VR 17,vr171@gmail.com,James Goodson,"35 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, Italian, American",074649295,"Lasagne, Cheeseburger, Caprese Salad, Teriyaki Chicken donburi, ",,7623477174259241242,
mariusetjosephine1,Marius et Josephine,mariusetjosephine1@gmail.com,Delmer Cortez,"Lieu Dit Plan des Champs Residence Les Alpages, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, European",077711543,"Chilli con carne, Califlower penne, Chilli con carne, Chicken Fajitas, ",,-7859817180182324360,
lestipisdecrevecoeur1,Les Tipis De Creve Coeur,lestipisdecrevecoeur1@gmail.com,Keli Reyes,"Col du Mont Cenis Gran croix, les echelles, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,074291789,"Tiramisù, Linguine with clams, Barbecue Ribs, Pork sausage roll, ",,-5177569641862018089,
l'atelierdessaveurs1,L'atelier des Saveurs,l'atelierdessaveurs1@gmail.com,Cecelia Holt,"31 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"European, Asian, Thai, Vietnamese, French",073445825,"Caprese Salad, Caprese Salad, Pasta and Beans, Teriyaki Chicken donburi, ",,5380895437640803866,
lemalamot1,Le Malamot,lemalamot1@gmail.com,Robert Goldfarb,"Grand Croix, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,,079997957,"Vegetable Soup, Bruschette with Tomato, Fettuccine Alfredo, Vegetable Soup, ",,307644784638198970,
lenapoléon1,Le Napoléon,lenapoléon1@gmail.com,Corine Meeker,"Quartier Napoléon Intersection Entre la Rue du Cugniet et la Rue Des Jardins, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,070137142,"Tiramisù, Fish and chips, Scotch eggs, Chilli con carne, ",Vegetarian Friendly,-570399681540952763,
labambiche1,La Bambiche,labambiche1@gmail.com,Elmer Hanson,"76 rue du Mont Cenis Lanslebourg, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, European",077033199,"Katsu Curry, Ricotta stuffed Ravioli, Pasta Carbonara, Barbecue Ribs, ",,938788039287680093,
lehott1,Le Hott,lehott1@gmail.com,Sheila Isaman,"RD1006 - Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,072419256,"Chicken milanese, Chicken milanese, Salmon nigiri, Ebiten maki, ",,-3173658902410097280,
restaurantlesavoie1,Restaurant Le Savoie,restaurantlesavoie1@gmail.com,Megan Newsham,"Plan des Fontainettes Le Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, European",079768517,"Pork sausage roll, Pasta with Tomato and Basil, Caprese Salad, Caesar Salad, ",,-8376217728090124911,
lerelaisducoldumontcenis1,Le relais du Col du Mont Cenis,lerelaisducoldumontcenis1@gmail.com,Patricia Tuenge,"Col Mont Cenis, Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,073395986,"Fettuccine Alfredo, Califlower penne, Souvlaki, Philadelphia maki, ",,-6602640661713614782,
lapeaudevache1,La Peau de Vache,lapeaudevache1@gmail.com,Sallie Blanco,"les Champs, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, Bar, European, Pub",071977099,"Meatballs with sauce, Chicken wings, Chicken Fajitas, Lasagne, ",,3749435694424259527,
ristorantehotelgranscala1,Ristorante Hotel Gran Scala,ristorantehotelgranscala1@gmail.com,Kristina Unterreiner,"73480 Lanslebourg-Mont-Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€,Italian,078253282,"Ricotta stuffed Ravioli, Salmon nigiri, Tiramisù, Pasta Carbonara, ",,-2384810716981676074,
alafrontieredessaveurs1,A la Frontiere des Saveurs,alafrontieredessaveurs1@gmail.com,Christopher Schauer,"61 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,073444521,"Fettuccine Alfredo, Cheeseburger, Caesar Salad, Katsu Curry, ",,-8897675875732753553,
lavieilleposte1,La Vieille Poste,lavieilleposte1@gmail.com,Henry Sledge,"87 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, Polish, European",079667193,"Ebiten maki, Scotch eggs, Cheeseburger, Barbecue Ribs, ",,-529571096694438438,
lesrochesblanches1,les roches blanches,lesrochesblanches1@gmail.com,Robert Cole,"Lieu Dit Les Fontainettes Montcenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, Grill",079728974,"Tiramisù, Tiramisù, French fries with sausages, Tuna sashimi, ",Vegetarian Friendly,1407680710178696443,
laramasserestaurant1,La Ramasse Restaurant,laramasserestaurant1@gmail.com,Dick Dishong,"55 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€,French,075896219,"Linguine with clams, Salmon nigiri, Mushroom Risotto, Mushroom Risotto, ",Vegetarian Friendly,-6435058916576743992,
gited'etapeletoet1,Gite D'etape le Toet,gited'etapeletoet1@gmail.com,Carina Paoletti,"Col du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"European, Italian, French",072215063,"Fettuccine Alfredo, Ricotta stuffed Ravioli, Chicken Fajitas, French fries with sausages, ",,-3374163400945094249,
harvestmarket1,Harvest Market,harvestmarket1@gmail.com,Paul Cressey,"Eurotunnel Charles Dickens Terminal, 62231 Valhuon France",17:00-23:00,€€-€€€,,073036901,"Fish and chips, Chilli con carne, Souvlaki, Tiramisù, ",,4394658886890285472,
laiteriecolbayard1,Laiterie Col Bayard,laiteriecolbayard1@gmail.com,Steven Peterson,"Route Nationale 85 Laye, 05500 Saint-Bonnet en Champsaur France",17:00-23:00,€€-€€€,French,074709841,"Tiramisù, French fries with sausages, Caprese Salad, Meatballs with sauce, ",,3799310323928667765,
letempsdesmets1,Le Temps Des Mets,letempsdesmets1@gmail.com,Margaret Smart,"Rue De Chaillol, 05500 Saint-Bonnet en Champsaur France",17:00-23:00,,"French, European",079149385,"Barbecue Ribs, Chicken wings, Ebiten maki, Pasta and Beans, ",,-9119582865524186795,
aubergedestounes1,Auberge des Tounes,aubergedestounes1@gmail.com,Alice Taylor,"13 rue Lesdiguieres, 05500 Saint-Bonnet en Champsaur France",17:00-23:00,€€-€€€,"French, Italian",076294812,"Lasagne, Pasta with Tomato and Basil, Meatballs with sauce, Meatballs with sauce, ",,4838732225975363582,
pizzalescolonnes.1,Pizza Les colonnes.,pizzalescolonnes.1@gmail.com,Jimmie Shannon,"5 rue de Chaillol, 05500 Saint-Bonnet en Champsaur France",17:00-23:00,€,"Italian, Pizza",079649590,"Tiramisù, Pasta Carbonara, Fettuccine Alfredo, Pasta and Beans, ",,-7440721459891691109,
leschenets1,Les Chenets,leschenets1@gmail.com,Louie Rave,"Le Village, 05500 Saint-Bonnet en Champsaur France",17:00-23:00,€€-€€€,French,076209614,"Califlower penne, Ebiten maki, Mushroom Risotto, Pasta Carbonara, ",,3054597119444115620,
l'aubergedemarie1,L'Auberge de Marie,l'aubergedemarie1@gmail.com,Jimmie Caruthers,"12 Place du Chevreril Centre Ville, 05500 Saint-Bonnet en Champsaur France",17:00-23:00,€€-€€€,"French, European",072235103,"Meatballs with sauce, Pork belly buns, Ricotta stuffed Ravioli, Fettuccine Alfredo, ",,-3358401785783442620,
lemaquisetlelys1,Le Maquis et le Lys,lemaquisetlelys1@gmail.com,Gregory Thomas,"Fleur de lys, 49500 Saint-Martin-du-Bois, Segre-en-Anjou Bleu France",17:00-23:00,,,078570140,"Fettuccine Alfredo, Caprese Salad, Scotch eggs, Scotch eggs, ",,5062591632792655569,
lafleurdelys1,La Fleur de Lys,lafleurdelys1@gmail.com,Hugh Ramirez,"Lieu Dit la Fleur de Lys, 49500 Saint-Martin-du-Bois, Segre-en-Anjou Bleu France",17:00-23:00,€€-€€€,French,070865120,"Pizza, Fish and chips, California maki, Ebiten maki, ",,5150141044568294739,
lebistrodelagrève1,Le Bistro de la Grève,lebistrodelagrève1@gmail.com,Deborah Ioele,"1 quai de la Rance, 35430 St Suliac France",17:00-23:00,€€-€€€,"French, European",075224555,"Lasagne, Risotto with seafood, Chilli con carne, Teriyaki Chicken donburi, ",Vegetarian Friendly,4246092982808748565,
chezcloclo1,Chez Cloclo,chezcloclo1@gmail.com,Freda Stinson,"Quai de Rance, 35430 St Suliac France",17:00-23:00,€€-€€€,French,076588231,"Cheeseburger, French fries with sausages, Scotch eggs, Pappardelle alla Bolognese, ",,-5710940631995741471,
augalichon1,Au Galichon,augalichon1@gmail.com,Michael Shulda,"5 rue de la Grande Cohue, 35430 St Suliac France",17:00-23:00,€€-€€€,French,078202646,"Fish and chips, Pork sausage roll, Caprese Salad, Califlower penne, ","Vegetarian Friendly, Vegan Options",-5010319585727810727,
prestoresto1,Presto Resto,prestoresto1@gmail.com,Marcus Mcgriff,"4 avenue de la Mairie, 43000 Espaly-Saint-Marcel France",17:00-23:00,€€-€€€,"Pizza, Fast food",075405976,"Chicken Fajitas, Pork sausage roll, Caprese Salad, Souvlaki, ",,-3297630448120308357,
lemassilia1,Le Massilia,lemassilia1@gmail.com,Ian Stark,"20 avenue du Puy, 43000 Espaly-Saint-Marcel France",17:00-23:00,,,074329992,"Chilli con carne, Califlower penne, Ricotta stuffed Ravioli, Pasta Carbonara, ",,6811274501512177647,
kebabespaly1,Kebab Espaly,kebabespaly1@gmail.com,Tana Weisner,"1 avenue de la Mairie, 43000 Espaly-Saint-Marcel France",17:00-23:00,,Middle Eastern,071481639,"Mushroom Risotto, Pasta Carbonara, Risotto with seafood, Cheeseburger, ",,2693425914011385984,
l'ermitage1,L'Ermitage,l'ermitage1@gmail.com,Noe Sontag,"73 avenue de l'Hermitage, 43000 Espaly-Saint-Marcel France",17:00-23:00,€€€€,"French, European",073323197,"Scotch eggs, Ricotta stuffed Ravioli, Pork belly buns, Tuna sashimi, ",Gluten Free Options,-7292693597943719250,
lesorguesd'espaly1,Les Orgues d'Espaly,lesorguesd'espaly1@gmail.com,Katherine Sanchez,"53 avenue de la Bernarde, 43000 Espaly-Saint-Marcel France",17:00-23:00,€€€€,French,071497111,"Pork sausage roll, Risotto with seafood, Katsu Curry, Califlower penne, ",,2063358885633886620,
wafu1,Wafu,wafu1@gmail.com,Jarrod Garza,"Au Chemin Croisé, 80300 Meaulte France",17:00-23:00,€€-€€€,"Asian, Chinese, Japanese, Vietnamese",077583747,"Fettuccine Alfredo, Fish and chips, Teriyaki Chicken donburi, Chicken milanese, ",,5156957615482598887,
l'imprevu1,L'imprevu,l'imprevu1@gmail.com,Brenna Reynolds,"9 quai de la Republique, 78700 Conflans Sainte Honorine France",17:00-23:00,€€€€,French,079496069,"Chicken Fajitas, Caesar Salad, Bruschette with Tomato, Scotch eggs, ",,-5519838901401009927,
lamaisondupoulet1,La Maison du Poulet,lamaisondupoulet1@gmail.com,Anne Watson,"91 avenue Carnot, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,French,076403358,"Fish and chips, Pappardelle alla Bolognese, Fettuccine Alfredo, Fish and chips, ",Vegetarian Friendly,4016315444776563335,
littletokyo1,Little Tokyo,littletokyo1@gmail.com,Henry Britton,"2 boulevard Troussel, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,"Japanese, Sushi, Asian",072636373,"Pappardelle alla Bolognese, French fries with sausages, Scotch eggs, Vegetable Soup, ",Vegetarian Friendly,4337861031048985377,
sushijardin1,Sushi Jardin,sushijardin1@gmail.com,Rebecca Davis,"127 rue Desire Clement, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,"Japanese, Sushi, Asian",079033382,"Salmon nigiri, Ebiten maki, Ricotta stuffed Ravioli, Pizza, ",,-21248960900792764,
ledarjeeling1,Le Darjeeling,ledarjeeling1@gmail.com,Marcelle Andrade,"133 rue Désiré Clément Restaurant Ouvert 7/7, 78700 Conflans Sainte Honorine France",17:00-23:00,€,"Pakistani, Middle Eastern",071775094,"Scotch eggs, Chilli con carne, Chilli con carne, French fries with sausages, ",,-8129716013313799678,
ristorantedelarte1,Ristorante Del Arte,ristorantedelarte1@gmail.com,Alfred Kester,"18 rue de l Hautil, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,Italian,074458013,"Pork sausage roll, Lasagne, Katsu Curry, Lasagne, ",,-5966158717995422008,
mammamiapinseria1,Mamma Mia Pinseria,mammamiapinseria1@gmail.com,Todd Riedel,"6 quai de la Republique, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,"Italian, Pizza, Wine Bar",077548588,"Tiramisù, Salmon nigiri, Chicken milanese, Salmon nigiri, ",Vegetarian Friendly,-4355876294441550618,
domuscaffe1,Domus Caffe,domuscaffe1@gmail.com,Gabriela Schaus,"18 rue de l Hautil, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,,075543331,"Califlower penne, Risotto with seafood, Fettuccine Alfredo, Philadelphia maki, ",,8372563044742712544,
auxbergesdubonheur1,Aux Berges du Bonheur,auxbergesdubonheur1@gmail.com,Jean Beabout,"15 quai Martyrs de la Resistance, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,French,071637574,"Cheeseburger, Lasagne, Tiramisù, Caesar Salad, ",,-2151442978600156063,
crêperiel'avenuefoch1,Crêperie l'Avenue Foch,crêperiel'avenuefoch1@gmail.com,Johnny Spratt,"191B Avenue du Maréchal Foch, 78700 Conflans Sainte Honorine France",17:00-23:00,€,French,075318666,"Katsu Curry, Philadelphia maki, Chicken wings, Teriyaki Chicken donburi, ",,7581371503020137757,
woodpiz1,Woodpiz,woodpiz1@gmail.com,Lori Rapa,"18 quai Martyrs de la Resistance, 78700 Conflans Sainte Honorine France",17:00-23:00,,"Italian, Pizza",073527712,"Mushroom Risotto, Risotto with seafood, Fish and chips, Tuna sashimi, ",,-1591636112645522905,
l'escaledeconflans1,l'Escale de Conflans,l'escaledeconflans1@gmail.com,William Williams,"5 quai de la Republique, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,"French, Cafe, Grill",076121367,"Katsu Curry, Meatballs with sauce, Pizza, Linguine with clams, ",,2952246778104193124,
l.siciliano1,L. Siciliano,l.siciliano1@gmail.com,Alice Melendez,"221 rue de la Marne, 78700 Conflans Sainte Honorine France",17:00-23:00,,,079519955,"Risotto with seafood, Meatballs with sauce, Pasta and Beans, Linguine with clams, ",,-5141747875683488479,
letempssuspendu1,Le Temps Suspendu,letempssuspendu1@gmail.com,Monique Adcock,"Quai de Gaillon, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,French,079500282,"Chicken wings, Chicken wings, Vegetable Soup, Fish and chips, ",,-5847495147370559495,
indienpalace1,Indien Palace,indienpalace1@gmail.com,Jeremiah Schaedler,"273 avenue Carnot, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,Indian,073305491,"Meatballs with sauce, Bruschette with Tomato, Caesar Salad, Pappardelle alla Bolognese, ",,-1061951869914142086,
haagen-dazs1,Haagen-Dazs,haagen-dazs1@gmail.com,Violet Bourque,"ZA Les Boutries 9 Rue de l'Hautil, 78700 Conflans Sainte Honorine France",17:00-23:00,,,073332537,"Fettuccine Alfredo, Pasta Carbonara, Pizza, Risotto with seafood, ",,-6363884662989731485,
lecomptoiritalien1,Le Comptoir Italien,lecomptoiritalien1@gmail.com,Edward Neal,"18 rue de l Hautil, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,Italian,070537269,"Caesar Salad, California maki, Pork sausage roll, Fettuccine Alfredo, ","Vegetarian Friendly, Vegan Options",1037198373767555672,
