username,restaurant_name,email,restaurant_owner,address,opening_hours,price,cooking_type,contact,menu,specialdiet,password,ratings
laterrasse1,La terrasse,laterrasse1@gmail.com,Louise Hoyt,"10 rue des Faysonnes, 83136 Rocbaron France",17:00-23:00,€€-€€€,"French, Pizza, Italian",079892046,"Katsu Curry, Katsu Curry, Scotch eggs, Tiramisù, ",,-419335782,
caferestaurantlepapareil1,Cafe Restaurant le Papareil,caferestaurantlepapareil1@gmail.com,Louisa Mitchell,"quartier Fray Redon, 83136 Rocbaron France",17:00-23:00,€,"French, European",078025896,"Mushroom Risotto, Pasta and Beans, Salmon nigiri, Lasagne, ",,587095275,
l'ardoisier1,L'ardoisier,l'ardoisier1@gmail.com,Pamela Castrejon,"quartier Fray Redon Galerie du soleil - Espace du Fray Redon, 83136 Rocbaron France",17:00-23:00,€€-€€€,French,070329941,"Katsu Curry, Pasta and Beans, Pasta and Beans, Fish and chips, ",Vegetarian Friendly,1393393345,
espritsushirocbaron1,Esprit Sushi Rocbaron,espritsushirocbaron1@gmail.com,Luther Mcclain,"2 Zac de Fray Redon, 83136 Rocbaron France",17:00-23:00,€€-€€€,"Japanese, Sushi, Asian",073054684,"Chicken milanese, Scotch eggs, Chilli con carne, Teriyaki Chicken donburi, ",,532762598,
meuricechristophe1,Meurice Christophe,meuricechristophe1@gmail.com,Sarah Mcintyre,"1 Rue Jean Jaures, 27780 Le Bec-Hellouin France",17:00-23:00,,,077902325,"California maki, Chicken Fajitas, Pork belly buns, Cheeseburger, ",,-1934800948,
lacrepedanslebec1,La Crepe Dans Le Bec,lacrepedanslebec1@gmail.com,Donald Paul,"Route de Rouen, 27300 Le Bec-Hellouin France",17:00-23:00,,French,071558233,"Philadelphia maki, Meatballs with sauce, Scotch eggs, Lasagne, ",,640063736,
aubergedel'abbaye1,Auberge de l'Abbaye,aubergedel'abbaye1@gmail.com,Jacqueline Krause,"12 Place Guillaume le Conquerant, 27800 Le Bec-Hellouin France",17:00-23:00,€€€€,"French, European",079068592,"Ricotta stuffed Ravioli, Caprese Salad, Pappardelle alla Bolognese, Tiramisù, ",,-1444593169,
l'antredecloches1,L'Antre de Cloches,l'antredecloches1@gmail.com,Pearl Taylor,"1 rue Lanfranc, 27800 Le Bec-Hellouin France",17:00-23:00,€€-€€€,"Cafe, French",077903637,"Pork belly buns, Fish and chips, Pizza, Chicken wings, ",,1446987601,
lacrêpedanslebec1,La Crêpe dans le Bec,lacrêpedanslebec1@gmail.com,James Grossman,"2 Place de l Abbe Herluin, 27800 Le Bec-Hellouin France",17:00-23:00,€€-€€€,"French, European",073662387,"Pork belly buns, Ebiten maki, Chicken Fajitas, Scotch eggs, ",Vegetarian Friendly,-1216298020,
restaurantdelatour1,Restaurant de la Tour,restaurantdelatour1@gmail.com,Patsy Perdue,"1 Place Guillaume le Conquerant, 27800 Le Bec-Hellouin France",17:00-23:00,€€-€€€,"French, European",078676103,"Chicken Fajitas, Tuna sashimi, Linguine with clams, Mushroom Risotto, ",,2073640020,
l'archange1,L'ARCHANGE,l'archange1@gmail.com,Virgil Gray,"5 Place Mathilde, 27800 Le Bec-Hellouin France",17:00-23:00,€€-€€€,French,070105208,"Ebiten maki, Lasagne, French fries with sausages, Chicken wings, ",,329494330,
restaurantalpazur1,Restaurant Alpazur,restaurantalpazur1@gmail.com,Lee Hoelscher,"106 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,077621786,"Philadelphia maki, Pork sausage roll, California maki, Chicken wings, ",,327406070,
gagnieredavid1,Gagniere David,gagnieredavid1@gmail.com,Kevin Duncan,"50 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,078427562,"Fish and chips, Risotto with seafood, Pork belly buns, Califlower penne, ",,725980074,
lec21,Le C2,lec21@gmail.com,Dean Gullixson,"Chemin des Crueux Batiment St Charles, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, European",072816581,"Lasagne, Scotch eggs, Vegetable Soup, Califlower penne, ",,496772923,
theesconda1,The Esconda,theesconda1@gmail.com,Frank Hernandez,"Chemin des Crueux Saint Charles Hotel & Spa, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,,French,077696189,"California maki, French fries with sausages, Linguine with clams, Bruschette with Tomato, ",,2130061222,
relaisdes2cols1,Relais des 2 Cols,relaisdes2cols1@gmail.com,Willie Carter,"66 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,078647075,"Philadelphia maki, Cheeseburger, Fettuccine Alfredo, Teriyaki Chicken donburi, ",,-418553649,
francescocimaz1,Francesco Cimaz,francescocimaz1@gmail.com,Thomas Clark,"Grande Croix, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,,,076957126,"Pizza, Caprese Salad, Pork sausage roll, Califlower penne, ",,675221921,
hotellacledeschamps1,Hotel La Cle des Champs,hotellacledeschamps1@gmail.com,Larry Hawkins,"les Champs, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,079277705,"Katsu Curry, Tuna sashimi, Ebiten maki, Cheeseburger, ",,530080386,
lavanoise1,La Vanoise,lavanoise1@gmail.com,Phylis Perea,"7 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, European",070086109,"Vegetable Soup, Scotch eggs, Barbecue Ribs, Vegetable Soup, ",Vegetarian Friendly,-1159814252,
aux2mousses1,Aux 2 mousses,aux2mousses1@gmail.com,Peter Perez,"Lieu Dit Plan des Champs Residence Le Criterium, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"American, Brew Pub, Cafe, French, Bar",076351127,"Caprese Salad, Chicken wings, Tuna sashimi, Pork sausage roll, ",,1329663664,
pizzeriala181,Pizzeria la 18,pizzeriala181@gmail.com,Raymond Wisdom,"30 rue du Mont Cenis, Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€,"Italian, Pizza",071072647,"Chilli con carne, Philadelphia maki, Katsu Curry, California maki, ",,-2134670124,
vr171,VR 17,vr171@gmail.com,Richard Adams,"35 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, Italian, American",076610501,"Lasagne, Pasta with Tomato and Basil, Ricotta stuffed Ravioli, Bruschette with Tomato, ",,390326743,
mariusetjosephine1,Marius et Josephine,mariusetjosephine1@gmail.com,Nicki Newton,"Lieu Dit Plan des Champs Residence Les Alpages, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, European",079409506,"Pork belly buns, Califlower penne, Califlower penne, Meatballs with sauce, ",,1473558065,
lestipisdecrevecoeur1,Les Tipis De Creve Coeur,lestipisdecrevecoeur1@gmail.com,Craig Brewster,"Col du Mont Cenis Gran croix, les echelles, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,071732566,"Bruschette with Tomato, Tiramisù, Lasagne, Cheeseburger, ",,1107541013,
l'atelierdessaveurs1,L'atelier des Saveurs,l'atelierdessaveurs1@gmail.com,Rebecca Speller,"31 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"European, Asian, Thai, Vietnamese, French",077083451,"Barbecue Ribs, Chicken Fajitas, Tiramisù, Cheeseburger, ",,1248426680,
lemalamot1,Le Malamot,lemalamot1@gmail.com,Gary Saugis,"Grand Croix, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,,073703400,"Pappardelle alla Bolognese, Tiramisù, Philadelphia maki, Barbecue Ribs, ",,586557232,
lenapoléon1,Le Napoléon,lenapoléon1@gmail.com,Gregory Thompson,"Quartier Napoléon Intersection Entre la Rue du Cugniet et la Rue Des Jardins, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,078244212,"Vegetable Soup, Pasta Carbonara, Scotch eggs, French fries with sausages, ",Vegetarian Friendly,-355579169,
labambiche1,La Bambiche,labambiche1@gmail.com,Nancy Chung,"76 rue du Mont Cenis Lanslebourg, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, European",071055645,"Teriyaki Chicken donburi, Chicken milanese, Cheeseburger, Fish and chips, ",,1078917441,
lehott1,Le Hott,lehott1@gmail.com,Tamara Peters,"RD1006 - Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,071419571,"Katsu Curry, Barbecue Ribs, Barbecue Ribs, Chicken Fajitas, ",,2078073204,
restaurantlesavoie1,Restaurant Le Savoie,restaurantlesavoie1@gmail.com,Eric Kinloch,"Plan des Fontainettes Le Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, European",076056623,"Ricotta stuffed Ravioli, Tiramisù, California maki, Scotch eggs, ",,1307382010,
lerelaisducoldumontcenis1,Le relais du Col du Mont Cenis,lerelaisducoldumontcenis1@gmail.com,Antonio Hahn,"Col Mont Cenis, Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,074353825,"Pork belly buns, Risotto with seafood, Pasta with Tomato and Basil, Fish and chips, ",,-1127616967,
lapeaudevache1,La Peau de Vache,lapeaudevache1@gmail.com,Carman Darou,"les Champs, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, Bar, European, Pub",074113127,"Chicken wings, Caesar Salad, Pappardelle alla Bolognese, Ebiten maki, ",,-1269180075,
ristorantehotelgranscala1,Ristorante Hotel Gran Scala,ristorantehotelgranscala1@gmail.com,Mary Earnest,"73480 Lanslebourg-Mont-Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€,Italian,070951046,"Chicken wings, Mushroom Risotto, Fettuccine Alfredo, Vegetable Soup, ",,-1241298182,
alafrontieredessaveurs1,A la Frontiere des Saveurs,alafrontieredessaveurs1@gmail.com,Peter Truxillo,"61 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,French,072749914,"Linguine with clams, Pasta Carbonara, Ricotta stuffed Ravioli, Tuna sashimi, ",,385740698,
lavieilleposte1,La Vieille Poste,lavieilleposte1@gmail.com,Rodolfo Pulver,"87 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, Polish, European",076401818,"Tuna sashimi, Chicken milanese, French fries with sausages, Souvlaki, ",,643854098,
lesrochesblanches1,les roches blanches,lesrochesblanches1@gmail.com,Eric Grumet,"Lieu Dit Les Fontainettes Montcenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"French, Grill",078864669,"Chicken Fajitas, Risotto with seafood, California maki, Pappardelle alla Bolognese, ",Vegetarian Friendly,1301420744,
laramasserestaurant1,La Ramasse Restaurant,laramasserestaurant1@gmail.com,Benjamin Westbrook,"55 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€,French,076703798,"Scotch eggs, Pork belly buns, Mushroom Risotto, French fries with sausages, ",Vegetarian Friendly,-1447423565,
gited'etapeletoet1,Gite D'etape le Toet,gited'etapeletoet1@gmail.com,Kathleen Fleshman,"Col du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",17:00-23:00,€€-€€€,"European, Italian, French",078986150,"Caesar Salad, Linguine with clams, Pasta with Tomato and Basil, Meatballs with sauce, ",,588080305,
harvestmarket1,Harvest Market,harvestmarket1@gmail.com,Rebecca Deremer,"Eurotunnel Charles Dickens Terminal, 62231 Valhuon France",17:00-23:00,€€-€€€,,074298632,"Chicken milanese, Katsu Curry, Salmon nigiri, Chicken milanese, ",,1241934103,
laiteriecolbayard1,Laiterie Col Bayard,laiteriecolbayard1@gmail.com,Eva Artrip,"Route Nationale 85 Laye, 05500 Saint-Bonnet en Champsaur France",17:00-23:00,€€-€€€,French,076889983,"Scotch eggs, Chilli con carne, Caesar Salad, Vegetable Soup, ",,1272976011,
letempsdesmets1,Le Temps Des Mets,letempsdesmets1@gmail.com,Ryan Rine,"Rue De Chaillol, 05500 Saint-Bonnet en Champsaur France",17:00-23:00,,"French, European",077988022,"Bruschette with Tomato, Califlower penne, Cheeseburger, Chicken Fajitas, ",,-212373062,
aubergedestounes1,Auberge des Tounes,aubergedestounes1@gmail.com,Cecilia Edwards,"13 rue Lesdiguieres, 05500 Saint-Bonnet en Champsaur France",17:00-23:00,€€-€€€,"French, Italian",077577212,"Pork sausage roll, Linguine with clams, Philadelphia maki, Pork belly buns, ",,-1191542866,
pizzalescolonnes.1,Pizza Les colonnes.,pizzalescolonnes.1@gmail.com,Connie Hollingsworth,"5 rue de Chaillol, 05500 Saint-Bonnet en Champsaur France",17:00-23:00,€,"Italian, Pizza",074725909,"Caprese Salad, Pappardelle alla Bolognese, Chilli con carne, Lasagne, ",,-1248592201,
leschenets1,Les Chenets,leschenets1@gmail.com,Katy Byles,"Le Village, 05500 Saint-Bonnet en Champsaur France",17:00-23:00,€€-€€€,French,073595936,"Fish and chips, Pasta Carbonara, Salmon nigiri, Caprese Salad, ",,-2016877134,
l'aubergedemarie1,L'Auberge de Marie,l'aubergedemarie1@gmail.com,Roberto Pipkins,"12 Place du Chevreril Centre Ville, 05500 Saint-Bonnet en Champsaur France",17:00-23:00,€€-€€€,"French, European",071116491,"Caesar Salad, French fries with sausages, Fish and chips, Mushroom Risotto, ",,1415465684,
lemaquisetlelys1,Le Maquis et le Lys,lemaquisetlelys1@gmail.com,Elizabeth Ray,"Fleur de lys, 49500 Saint-Martin-du-Bois, Segre-en-Anjou Bleu France",17:00-23:00,,,074928307,"Fish and chips, Pasta Carbonara, Pappardelle alla Bolognese, Tiramisù, ",,-498155202,
lafleurdelys1,La Fleur de Lys,lafleurdelys1@gmail.com,Marie Green,"Lieu Dit la Fleur de Lys, 49500 Saint-Martin-du-Bois, Segre-en-Anjou Bleu France",17:00-23:00,€€-€€€,French,075567066,"French fries with sausages, Scotch eggs, Pork belly buns, Caprese Salad, ",,-1278231485,
lebistrodelagrève1,Le Bistro de la Grève,lebistrodelagrève1@gmail.com,Doris Quick,"1 quai de la Rance, 35430 St Suliac France",17:00-23:00,€€-€€€,"French, European",074122639,"Risotto with seafood, Ricotta stuffed Ravioli, Pasta and Beans, Caesar Salad, ",Vegetarian Friendly,-1075868856,
chezcloclo1,Chez Cloclo,chezcloclo1@gmail.com,Gwendolyn Carlozzi,"Quai de Rance, 35430 St Suliac France",17:00-23:00,€€-€€€,French,075684323,"Pappardelle alla Bolognese, Fish and chips, Chicken milanese, Barbecue Ribs, ",,1300081263,
augalichon1,Au Galichon,augalichon1@gmail.com,Scott Joyner,"5 rue de la Grande Cohue, 35430 St Suliac France",17:00-23:00,€€-€€€,French,071045089,"Pappardelle alla Bolognese, Risotto with seafood, Philadelphia maki, Pizza, ","Vegetarian Friendly, Vegan Options",-416826980,
prestoresto1,Presto Resto,prestoresto1@gmail.com,Majorie Flanders,"4 avenue de la Mairie, 43000 Espaly-Saint-Marcel France",17:00-23:00,€€-€€€,"Pizza, Fast food",076829926,"Chilli con carne, Vegetable Soup, Mushroom Risotto, Katsu Curry, ",,-1275466750,
lemassilia1,Le Massilia,lemassilia1@gmail.com,Jeffrey Graham,"20 avenue du Puy, 43000 Espaly-Saint-Marcel France",17:00-23:00,,,076350439,"Chilli con carne, Lasagne, Tiramisù, Teriyaki Chicken donburi, ",,528022671,
kebabespaly1,Kebab Espaly,kebabespaly1@gmail.com,Raymond Sheffield,"1 avenue de la Mairie, 43000 Espaly-Saint-Marcel France",17:00-23:00,,Middle Eastern,073571282,"Chilli con carne, Pork sausage roll, Risotto with seafood, Caprese Salad, ",,390329596,
l'ermitage1,L'Ermitage,l'ermitage1@gmail.com,Eddie Decicco,"73 avenue de l'Hermitage, 43000 Espaly-Saint-Marcel France",17:00-23:00,€€€€,"French, European",073969442,"Tuna sashimi, Ebiten maki, Pasta with Tomato and Basil, Meatballs with sauce, ",Gluten Free Options,701078742,
lesorguesd'espaly1,Les Orgues d'Espaly,lesorguesd'espaly1@gmail.com,Peter Draper,"53 avenue de la Bernarde, 43000 Espaly-Saint-Marcel France",17:00-23:00,€€€€,French,075872957,"Barbecue Ribs, Tiramisù, Fish and chips, Meatballs with sauce, ",,328424952,
wafu1,Wafu,wafu1@gmail.com,Jeffry Stanhope,"Au Chemin Croisé, 80300 Meaulte France",17:00-23:00,€€-€€€,"Asian, Chinese, Japanese, Vietnamese",078000553,"California maki, Chicken Fajitas, Tuna sashimi, Pappardelle alla Bolognese, ",,2106705948,
l'imprevu1,L'imprevu,l'imprevu1@gmail.com,George Lund,"9 quai de la Republique, 78700 Conflans Sainte Honorine France",17:00-23:00,€€€€,French,075572870,"Teriyaki Chicken donburi, Pappardelle alla Bolognese, Barbecue Ribs, Mushroom Risotto, ",,1072393399,
lamaisondupoulet1,La Maison du Poulet,lamaisondupoulet1@gmail.com,Leo Vizza,"91 avenue Carnot, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,French,073390148,"Pasta Carbonara, Pork sausage roll, French fries with sausages, Pizza, ",Vegetarian Friendly,-2044549100,
littletokyo1,Little Tokyo,littletokyo1@gmail.com,Dorothy Stickney,"2 boulevard Troussel, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,"Japanese, Sushi, Asian",072470876,"Chicken Fajitas, Tuna sashimi, Risotto with seafood, Salmon nigiri, ",Vegetarian Friendly,-354562586,
sushijardin1,Sushi Jardin,sushijardin1@gmail.com,Rigoberto Phillips,"127 rue Desire Clement, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,"Japanese, Sushi, Asian",079664928,"Pork belly buns, Chilli con carne, Ricotta stuffed Ravioli, Katsu Curry, ",,2101489944,
ledarjeeling1,Le Darjeeling,ledarjeeling1@gmail.com,Jennifer Stepp,"133 rue Désiré Clément Restaurant Ouvert 7/7, 78700 Conflans Sainte Honorine France",17:00-23:00,€,"Pakistani, Middle Eastern",076546923,"Ricotta stuffed Ravioli, Risotto with seafood, Fish and chips, Pasta and Beans, ",,1248184501,
ristorantedelarte1,Ristorante Del Arte,ristorantedelarte1@gmail.com,Kenneth Wahl,"18 rue de l Hautil, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,Italian,079824052,"Souvlaki, Philadelphia maki, Souvlaki, Linguine with clams, ",,1959119628,
mammamiapinseria1,Mamma Mia Pinseria,mammamiapinseria1@gmail.com,Chuck Smalls,"6 quai de la Republique, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,"Italian, Pizza, Wine Bar",070504967,"Meatballs with sauce, Pasta and Beans, Teriyaki Chicken donburi, Caprese Salad, ",Vegetarian Friendly,-1243143520,
domuscaffe1,Domus Caffe,domuscaffe1@gmail.com,Joshua Marquez,"18 rue de l Hautil, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,,079469971,"Chicken Fajitas, Pasta with Tomato and Basil, Caprese Salad, California maki, ",,-1212545183,
auxbergesdubonheur1,Aux Berges du Bonheur,auxbergesdubonheur1@gmail.com,Joan Rose,"15 quai Martyrs de la Resistance, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,French,077646574,"Pork sausage roll, Tiramisù, Pappardelle alla Bolognese, Teriyaki Chicken donburi, ",,1162208521,
crêperiel'avenuefoch1,Crêperie l'Avenue Foch,crêperiel'avenuefoch1@gmail.com,Martha Stockstill,"191B Avenue du Maréchal Foch, 78700 Conflans Sainte Honorine France",17:00-23:00,€,French,071999416,"Scotch eggs, Meatballs with sauce, Caesar Salad, Chicken wings, ",,1450502937,
woodpiz1,Woodpiz,woodpiz1@gmail.com,Maria Craig,"18 quai Martyrs de la Resistance, 78700 Conflans Sainte Honorine France",17:00-23:00,,"Italian, Pizza",075124199,"Pork belly buns, Pasta with Tomato and Basil, Lasagne, Scotch eggs, ",,1989508429,
l'escaledeconflans1,l'Escale de Conflans,l'escaledeconflans1@gmail.com,Travis Lee,"5 quai de la Republique, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,"French, Cafe, Grill",075780464,"Ricotta stuffed Ravioli, Fish and chips, Ricotta stuffed Ravioli, Chicken milanese, ",,-1306899108,
l.siciliano1,L. Siciliano,l.siciliano1@gmail.com,Victoria Mcgrew,"221 rue de la Marne, 78700 Conflans Sainte Honorine France",17:00-23:00,,,070990736,"Tiramisù, Pasta and Beans, Risotto with seafood, Chicken wings, ",,2129376366,
letempssuspendu1,Le Temps Suspendu,letempssuspendu1@gmail.com,Jodi Davis,"Quai de Gaillon, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,French,073367204,"Caesar Salad, Pasta and Beans, Souvlaki, Tiramisù, ",,-153295460,
indienpalace1,Indien Palace,indienpalace1@gmail.com,Linda Johnson,"273 avenue Carnot, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,Indian,073030526,"Souvlaki, Chicken Fajitas, Tuna sashimi, Chilli con carne, ",,-218774959,
haagen-dazs1,Haagen-Dazs,haagen-dazs1@gmail.com,Valene Mcmillian,"ZA Les Boutries 9 Rue de l'Hautil, 78700 Conflans Sainte Honorine France",17:00-23:00,,,076360333,"Cheeseburger, Pork belly buns, Fish and chips, Cheeseburger, ",,-1103477395,
lecomptoiritalien1,Le Comptoir Italien,lecomptoiritalien1@gmail.com,Gloria Smalls,"18 rue de l Hautil, 78700 Conflans Sainte Honorine France",17:00-23:00,€€-€€€,Italian,077078757,"Bruschette with Tomato, Caesar Salad, California maki, Linguine with clams, ","Vegetarian Friendly, Vegan Options",1993138845,
hindaflavour1,Hinda flavour,hindaflavour1@gmail.com,Helen Blasen,"117 Rue Désiré Clément, 78700 Conflans Sainte Honorine France",17:00-23:00,,African,073533002,"French fries with sausages, Pork sausage roll, Pizza, Bruschette with Tomato, ",,441087634,
orendezvous1,O Rendez Vous,orendezvous1@gmail.com,George Abuaita,"133 rue Desire Clement, 78700 Conflans Sainte Honorine France",17:00-23:00,€€€€,"European, Portuguese",079587308,"Ricotta stuffed Ravioli, Linguine with clams, Lasagne, Katsu Curry, ",,-1160707889,
lesdelicesdumaroc1,Les Delices du Maroc,lesdelicesdumaroc1@gmail.com,Edna Evans,"4 avenue Carnot, 78700 Conflans Sainte Honorine France",17:00-23:00,,,077381995,"Caprese Salad, Caesar Salad, Pappardelle alla Bolognese, Fish and chips, ",,-1274810603,
